provider,model,id,type,n_fields,final_n,checkpoint_n,all_final_pass,all_checkpoint_pass
openai,gpt-4.1,bode_phase_028,bode_phase,3,2,1,False,True
openai,gpt-4.1,bode_phase_029,bode_phase,3,2,1,False,True
openai,gpt-4.1,constellation_000,constellation,2,2,0,False,True
openai,gpt-4.1,constellation_001,constellation,2,2,0,False,True
openai,gpt-4.1,constellation_002,constellation,2,2,0,False,True
openai,gpt-4.1,constellation_003,constellation,2,2,0,False,True
openai,gpt-4.1,constellation_004,constellation,2,2,0,False,True
openai,gpt-4.1,constellation_005,constellation,2,2,0,False,True
openai,gpt-4.1,constellation_006,constellation,2,2,0,False,True
openai,gpt-4.1,constellation_007,constellation,2,2,0,False,True
openai,gpt-4.1,constellation_008,constellation,2,2,0,False,True
openai,gpt-4.1,constellation_009,constellation,2,2,0,False,True
openai,gpt-4.1,constellation_010,constellation,2,2,0,False,True
openai,gpt-4.1,constellation_011,constellation,2,2,0,False,True
openai,gpt-4.1,constellation_012,constellation,2,2,0,False,True
openai,gpt-4.1,constellation_013,constellation,2,2,0,False,True
openai,gpt-4.1,constellation_014,constellation,2,2,0,False,True
openai,gpt-4.1,constellation_015,constellation,2,2,0,False,True
openai,gpt-4.1,constellation_016,constellation,2,2,0,False,True
openai,gpt-4.1,constellation_017,constellation,2,2,0,False,True
openai,gpt-4.1,constellation_018,constellation,2,2,0,False,True
openai,gpt-4.1,constellation_019,constellation,2,2,0,False,True
openai,gpt-4.1,constellation_020,constellation,2,2,0,False,True
openai,gpt-4.1,constellation_021,constellation,2,2,0,False,True
openai,gpt-4.1,constellation_022,constellation,2,2,0,False,True
openai,gpt-4.1,constellation_023,constellation,2,2,0,False,True
openai,gpt-4.1,constellation_024,constellation,2,2,0,False,True
openai,gpt-4.1,constellation_025,constellation,2,2,0,False,True
openai,gpt-4.1,constellation_026,constellation,2,2,0,False,True
openai,gpt-4.1,constellation_027,constellation,2,2,0,False,True
openai,gpt-4.1,constellation_028,constellation,2,2,0,False,True
openai,gpt-4.1,constellation_029,constellation,2,2,0,False,True
openai,gpt-4.1,fft_spectrum_000,fft_spectrum,3,2,1,False,False
openai,gpt-4.1,fft_spectrum_001,fft_spectrum,3,2,1,True,False
openai,gpt-4.1,fft_spectrum_002,fft_spectrum,3,2,1,False,False
openai,gpt-4.1,fft_spectrum_003,fft_spectrum,3,2,1,False,False
openai,gpt-4.1,fft_spectrum_004,fft_spectrum,3,2,1,False,False
openai,gpt-4.1,fft_spectrum_005,fft_spectrum,3,2,1,False,False
openai,gpt-4.1,fft_spectrum_006,fft_spectrum,3,2,1,True,False
openai,gpt-4.1,fft_spectrum_007,fft_spectrum,3,2,1,False,False
openai,gpt-4.1,fft_spectrum_008,fft_spectrum,3,2,1,False,False
openai,gpt-4.1,fft_spectrum_009,fft_spectrum,3,2,1,False,False
openai,gpt-4.1,fft_spectrum_010,fft_spectrum,3,2,1,True,False
openai,gpt-4.1,fft_spectrum_011,fft_spectrum,3,2,1,False,False
openai,gpt-4.1,fft_spectrum_012,fft_spectrum,3,2,1,False,False
openai,gpt-4.1,fft_spectrum_013,fft_spectrum,3,2,1,True,True
openai,gpt-4.1,fft_spectrum_014,fft_spectrum,3,2,1,False,False
openai,gpt-4.1,fft_spectrum_015,fft_spectrum,3,2,1,False,False
openai,gpt-4.1,fft_spectrum_016,fft_spectrum,3,2,1,False,False
openai,gpt-4.1,fft_spectrum_017,fft_spectrum,3,2,1,False,False
openai,gpt-4.1,fft_spectrum_018,fft_spectrum,3,2,1,False,False
openai,gpt-4.1,fft_spectrum_019,fft_spectrum,3,2,1,False,False
openai,gpt-4.1,fft_spectrum_020,fft_spectrum,3,2,1,False,False
openai,gpt-4.1,fft_spectrum_021,fft_spectrum,3,2,1,False,False
openai,gpt-4.1,fft_spectrum_022,fft_spectrum,3,2,1,False,False
openai,gpt-4.1,fft_spectrum_023,fft_spectrum,3,2,1,True,False
openai,gpt-4.1,fft_spectrum_024,fft_spectrum,3,2,1,True,False
openai,gpt-4.1,fft_spectrum_025,fft_spectrum,3,2,1,False,False
openai,gpt-4.1,fft_spectrum_026,fft_spectrum,3,2,1,True,False
openai,gpt-4.1,fft_spectrum_027,fft_spectrum,3,2,1,False,False
openai,gpt-4.1,fft_spectrum_028,fft_spectrum,3,2,1,False,False
openai,gpt-4.1,fft_spectrum_029,fft_spectrum,3,2,1,False,False
openai,gpt-4.1,iv_diode_000,iv_diode,2,2,0,False,True
openai,gpt-4.1,iv_diode_001,iv_diode,2,2,0,True,True
openai,gpt-4.1,iv_diode_002,iv_diode,2,2,0,True,True
openai,gpt-4.1,iv_diode_003,iv_diode,2,2,0,True,True
openai,gpt-4.1,iv_diode_004,iv_diode,2,2,0,True,True
openai,gpt-4.1,iv_diode_005,iv_diode,2,2,0,False,True
openai,gpt-4.1,iv_diode_006,iv_diode,2,2,0,True,True
openai,gpt-4.1,iv_diode_007,iv_diode,2,2,0,False,True
openai,gpt-4.1,iv_diode_008,iv_diode,2,2,0,False,True
openai,gpt-4.1,iv_diode_009,iv_diode,2,2,0,True,True
openai,gpt-4.1,iv_diode_010,iv_diode,2,2,0,False,True
openai,gpt-4.1,iv_diode_011,iv_diode,2,2,0,False,True
openai,gpt-4.1,iv_diode_012,iv_diode,2,2,0,False,True
openai,gpt-4.1,iv_diode_013,iv_diode,2,2,0,True,True
openai,gpt-4.1,iv_diode_014,iv_diode,2,2,0,True,True
openai,gpt-4.1,iv_diode_015,iv_diode,2,2,0,False,True
openai,gpt-4.1,iv_diode_016,iv_diode,2,2,0,True,True
openai,gpt-4.1,iv_diode_017,iv_diode,2,2,0,False,True
openai,gpt-4.1,iv_diode_018,iv_diode,2,2,0,False,True
openai,gpt-4.1,iv_diode_019,iv_diode,2,2,0,False,True
openai,gpt-4.1,iv_diode_020,iv_diode,2,2,0,True,True
openai,gpt-4.1,iv_diode_021,iv_diode,2,2,0,True,True
openai,gpt-4.1,iv_diode_022,iv_diode,2,2,0,False,True
openai,gpt-4.1,iv_diode_023,iv_diode,2,2,0,False,True
openai,gpt-4.1,iv_diode_024,iv_diode,2,2,0,False,True
openai,gpt-4.1,iv_diode_025,iv_diode,2,2,0,True,True
openai,gpt-4.1,iv_diode_026,iv_diode,2,2,0,True,True
openai,gpt-4.1,iv_diode_027,iv_diode,2,2,0,True,True
openai,gpt-4.1,iv_diode_028,iv_diode,2,2,0,True,True
openai,gpt-4.1,iv_diode_029,iv_diode,2,2,0,True,True
openai,gpt-4.1,iv_resistor_000,iv_resistor,2,1,1,True,True
openai,gpt-4.1,iv_resistor_001,iv_resistor,2,1,1,True,True
openai,gpt-4.1,iv_resistor_002,iv_resistor,2,1,1,True,True
openai,gpt-4.1,iv_resistor_003,iv_resistor,2,1,1,True,True
openai,gpt-4.1,iv_resistor_004,iv_resistor,2,1,1,True,True
openai,gpt-4.1,iv_resistor_005,iv_resistor,2,1,1,True,True
openai,gpt-4.1,iv_resistor_006,iv_resistor,2,1,1,True,True
openai,gpt-4.1,iv_resistor_007,iv_resistor,2,1,1,True,True
openai,gpt-4.1,iv_resistor_008,iv_resistor,2,1,1,True,True
openai,gpt-4.1,iv_resistor_009,iv_resistor,2,1,1,True,True
openai,gpt-4.1,iv_resistor_010,iv_resistor,2,1,1,True,True
openai,gpt-4.1,iv_resistor_011,iv_resistor,2,1,1,True,True
openai,gpt-4.1,iv_resistor_012,iv_resistor,2,1,1,True,True
openai,gpt-4.1,iv_resistor_013,iv_resistor,2,1,1,True,True
openai,gpt-4.1,iv_resistor_014,iv_resistor,2,1,1,True,True
openai,gpt-4.1,iv_resistor_015,iv_resistor,2,1,1,True,True
openai,gpt-4.1,iv_resistor_016,iv_resistor,2,1,1,True,True
openai,gpt-4.1,iv_resistor_017,iv_resistor,2,1,1,True,True
openai,gpt-4.1,iv_resistor_018,iv_resistor,2,1,1,True,True
openai,gpt-4.1,iv_resistor_019,iv_resistor,2,1,1,True,True
openai,gpt-4.1,iv_resistor_020,iv_resistor,2,1,1,True,True
openai,gpt-4.1,iv_resistor_021,iv_resistor,2,1,1,True,True
openai,gpt-4.1,iv_resistor_022,iv_resistor,2,1,1,True,True
openai,gpt-4.1,iv_resistor_023,iv_resistor,2,1,1,True,True
openai,gpt-4.1,iv_resistor_024,iv_resistor,2,1,1,True,True
openai,gpt-4.1,iv_resistor_025,iv_resistor,2,1,1,True,True
openai,gpt-4.1,iv_resistor_026,iv_resistor,2,1,1,True,True
openai,gpt-4.1,iv_resistor_027,iv_resistor,2,1,1,True,True
openai,gpt-4.1,iv_resistor_028,iv_resistor,2,1,1,True,True
openai,gpt-4.1,iv_resistor_029,iv_resistor,2,1,1,True,True
openai,gpt-4.1,learning_curve_000,learning_curve,2,2,0,False,True
openai,gpt-4.1,learning_curve_001,learning_curve,2,2,0,True,True
openai,gpt-4.1,learning_curve_002,learning_curve,2,2,0,True,True
openai,gpt-4.1,learning_curve_003,learning_curve,2,2,0,True,True
openai,gpt-4.1,learning_curve_004,learning_curve,2,2,0,True,True
openai,gpt-4.1,learning_curve_005,learning_curve,2,2,0,True,True
openai,gpt-4.1,learning_curve_006,learning_curve,2,2,0,True,True
openai,gpt-4.1,learning_curve_007,learning_curve,2,2,0,True,True
openai,gpt-4.1,learning_curve_008,learning_curve,2,2,0,True,True
openai,gpt-4.1,learning_curve_009,learning_curve,2,2,0,True,True
openai,gpt-4.1,learning_curve_010,learning_curve,2,2,0,True,True
openai,gpt-4.1,learning_curve_011,learning_curve,2,2,0,True,True
openai,gpt-4.1,learning_curve_012,learning_curve,2,2,0,True,True
openai,gpt-4.1,learning_curve_013,learning_curve,2,2,0,True,True
openai,gpt-4.1,learning_curve_014,learning_curve,2,2,0,True,True
openai,gpt-4.1,learning_curve_015,learning_curve,2,2,0,True,True
openai,gpt-4.1,learning_curve_016,learning_curve,2,2,0,True,True
openai,gpt-4.1,learning_curve_017,learning_curve,2,2,0,True,True
openai,gpt-4.1,learning_curve_018,learning_curve,2,2,0,True,True
openai,gpt-4.1,learning_curve_019,learning_curve,2,2,0,True,True
openai,gpt-4.1,learning_curve_020,learning_curve,2,2,0,True,True
openai,gpt-4.1,learning_curve_021,learning_curve,2,2,0,True,True
openai,gpt-4.1,learning_curve_022,learning_curve,2,2,0,True,True
openai,gpt-4.1,learning_curve_023,learning_curve,2,2,0,True,True
openai,gpt-4.1,learning_curve_024,learning_curve,2,2,0,True,True
openai,gpt-4.1,learning_curve_025,learning_curve,2,2,0,True,True
openai,gpt-4.1,learning_curve_026,learning_curve,2,2,0,True,True
openai,gpt-4.1,learning_curve_027,learning_curve,2,2,0,True,True
openai,gpt-4.1,learning_curve_028,learning_curve,2,2,0,True,True
openai,gpt-4.1,learning_curve_029,learning_curve,2,2,0,True,True
openai,gpt-4.1,nyquist_plot_000,nyquist_plot,3,3,0,True,True
openai,gpt-4.1,nyquist_plot_001,nyquist_plot,3,3,0,True,True
openai,gpt-4.1,nyquist_plot_002,nyquist_plot,3,3,0,True,True
openai,gpt-4.1,nyquist_plot_003,nyquist_plot,3,3,0,True,True
openai,gpt-4.1,nyquist_plot_004,nyquist_plot,3,3,0,True,True
openai,gpt-4.1,nyquist_plot_005,nyquist_plot,3,3,0,True,True
openai,gpt-4.1,nyquist_plot_006,nyquist_plot,3,3,0,True,True
openai,gpt-4.1,nyquist_plot_007,nyquist_plot,3,3,0,True,True
openai,gpt-4.1,nyquist_plot_008,nyquist_plot,3,3,0,True,True
openai,gpt-4.1,nyquist_plot_009,nyquist_plot,3,3,0,True,True
openai,gpt-4.1,nyquist_plot_010,nyquist_plot,3,3,0,True,True
openai,gpt-4.1,nyquist_plot_011,nyquist_plot,3,3,0,True,True
openai,gpt-4.1,nyquist_plot_012,nyquist_plot,3,3,0,True,True
openai,gpt-4.1,nyquist_plot_013,nyquist_plot,3,3,0,True,True
openai,gpt-4.1,nyquist_plot_014,nyquist_plot,3,3,0,True,True
openai,gpt-4.1,nyquist_plot_015,nyquist_plot,3,3,0,True,True
openai,gpt-4.1,nyquist_plot_016,nyquist_plot,3,3,0,True,True
openai,gpt-4.1,nyquist_plot_017,nyquist_plot,3,3,0,True,True
openai,gpt-4.1,nyquist_plot_018,nyquist_plot,3,3,0,True,True
openai,gpt-4.1,nyquist_plot_019,nyquist_plot,3,3,0,True,True
openai,gpt-4.1,nyquist_plot_020,nyquist_plot,3,3,0,True,True
openai,gpt-4.1,nyquist_plot_021,nyquist_plot,3,3,0,False,True
openai,gpt-4.1,nyquist_plot_022,nyquist_plot,3,3,0,True,True
openai,gpt-4.1,nyquist_plot_023,nyquist_plot,3,3,0,True,True
openai,gpt-4.1,nyquist_plot_024,nyquist_plot,3,3,0,True,True
openai,gpt-4.1,nyquist_plot_025,nyquist_plot,3,3,0,True,True
openai,gpt-4.1,nyquist_plot_026,nyquist_plot,3,3,0,True,True
openai,gpt-4.1,nyquist_plot_027,nyquist_plot,3,3,0,True,True
openai,gpt-4.1,nyquist_plot_028,nyquist_plot,3,3,0,True,True
openai,gpt-4.1,nyquist_plot_029,nyquist_plot,3,3,0,True,True
openai,gpt-4.1,pole_zero_000,pole_zero,4,4,0,True,True
openai,gpt-4.1,pole_zero_001,pole_zero,4,4,0,True,True
openai,gpt-4.1,pole_zero_002,pole_zero,4,4,0,True,True
openai,gpt-4.1,pole_zero_003,pole_zero,4,4,0,True,True
openai,gpt-4.1,pole_zero_004,pole_zero,4,4,0,True,True
openai,gpt-4.1,pole_zero_005,pole_zero,4,4,0,True,True
openai,gpt-4.1,pole_zero_006,pole_zero,4,4,0,True,True
openai,gpt-4.1,pole_zero_007,pole_zero,4,4,0,True,True
openai,gpt-4.1,pole_zero_008,pole_zero,4,4,0,True,True
openai,gpt-4.1,pole_zero_009,pole_zero,4,4,0,True,True
openai,gpt-4.1,pole_zero_010,pole_zero,4,4,0,True,True
openai,gpt-4.1,pole_zero_011,pole_zero,4,4,0,True,True
openai,gpt-4.1,pole_zero_012,pole_zero,4,4,0,True,True
openai,gpt-4.1,pole_zero_013,pole_zero,4,4,0,True,True
openai,gpt-4.1,pole_zero_014,pole_zero,4,4,0,False,True
openai,gpt-4.1,pole_zero_015,pole_zero,4,4,0,False,True
openai,gpt-4.1,pole_zero_016,pole_zero,4,4,0,True,True
openai,gpt-4.1,pole_zero_017,pole_zero,4,4,0,True,True
openai,gpt-4.1,pole_zero_018,pole_zero,4,4,0,True,True
openai,gpt-4.1,pole_zero_019,pole_zero,4,4,0,True,True
openai,gpt-4.1,pole_zero_020,pole_zero,4,4,0,True,True
openai,gpt-4.1,pole_zero_021,pole_zero,4,4,0,True,True
openai,gpt-4.1,pole_zero_022,pole_zero,4,4,0,False,True
openai,gpt-4.1,pole_zero_023,pole_zero,4,4,0,True,True
openai,gpt-4.1,pole_zero_024,pole_zero,4,4,0,True,True
openai,gpt-4.1,pole_zero_025,pole_zero,4,4,0,True,True
openai,gpt-4.1,pole_zero_026,pole_zero,4,4,0,True,True
openai,gpt-4.1,pole_zero_027,pole_zero,4,4,0,True,True
openai,gpt-4.1,pole_zero_028,pole_zero,4,4,0,True,True
openai,gpt-4.1,pole_zero_029,pole_zero,4,4,0,False,True
openai,gpt-4.1,roc_curve_000,roc_curve,3,2,1,True,False
openai,gpt-4.1,roc_curve_001,roc_curve,3,2,1,True,False
openai,gpt-4.1,roc_curve_002,roc_curve,3,2,1,True,False
openai,gpt-4.1,roc_curve_003,roc_curve,3,2,1,False,False
openai,gpt-4.1,roc_curve_004,roc_curve,3,2,1,True,False
openai,gpt-4.1,roc_curve_005,roc_curve,3,2,1,True,False
openai,gpt-4.1,roc_curve_006,roc_curve,3,2,1,True,False
openai,gpt-4.1,roc_curve_007,roc_curve,3,2,1,True,False
openai,gpt-4.1,roc_curve_008,roc_curve,3,2,1,True,False
openai,gpt-4.1,roc_curve_009,roc_curve,3,2,1,True,False
openai,gpt-4.1,roc_curve_010,roc_curve,3,2,1,True,False
openai,gpt-4.1,roc_curve_011,roc_curve,3,2,1,False,False
openai,gpt-4.1,roc_curve_012,roc_curve,3,2,1,True,False
openai,gpt-4.1,roc_curve_013,roc_curve,3,2,1,True,False
openai,gpt-4.1,roc_curve_014,roc_curve,3,2,1,False,False
openai,gpt-4.1,roc_curve_015,roc_curve,3,2,1,True,False
openai,gpt-4.1,roc_curve_016,roc_curve,3,2,1,True,False
openai,gpt-4.1,roc_curve_017,roc_curve,3,2,1,False,False
openai,gpt-4.1,roc_curve_018,roc_curve,3,2,1,True,False
openai,gpt-4.1,roc_curve_019,roc_curve,3,2,1,True,False
openai,gpt-4.1,roc_curve_020,roc_curve,3,2,1,True,False
openai,gpt-4.1,roc_curve_021,roc_curve,3,2,1,True,False
openai,gpt-4.1,roc_curve_022,roc_curve,3,2,1,False,False
openai,gpt-4.1,roc_curve_023,roc_curve,3,2,1,True,False
openai,gpt-4.1,roc_curve_024,roc_curve,3,2,1,True,False
openai,gpt-4.1,roc_curve_025,roc_curve,3,2,1,False,False
openai,gpt-4.1,roc_curve_026,roc_curve,3,2,1,True,False
openai,gpt-4.1,roc_curve_027,roc_curve,3,2,1,True,False
openai,gpt-4.1,roc_curve_028,roc_curve,3,2,1,True,False
openai,gpt-4.1,roc_curve_029,roc_curve,3,2,1,True,False
openai,gpt-4.1,spectrogram_000,spectrogram,4,3,1,True,True
openai,gpt-4.1,spectrogram_001,spectrogram,4,3,1,False,True
openai,gpt-4.1,spectrogram_002,spectrogram,4,3,1,True,True
openai,gpt-4.1,spectrogram_003,spectrogram,4,3,1,True,True
openai,gpt-4.1,spectrogram_004,spectrogram,4,3,1,False,True
openai,gpt-4.1,spectrogram_005,spectrogram,4,3,1,False,True
openai,gpt-4.1,spectrogram_006,spectrogram,4,3,1,False,True
openai,gpt-4.1,spectrogram_007,spectrogram,4,3,1,True,True
openai,gpt-4.1,spectrogram_008,spectrogram,4,3,1,False,True
openai,gpt-4.1,spectrogram_009,spectrogram,4,3,1,True,True
openai,gpt-4.1,spectrogram_010,spectrogram,4,3,1,True,True
openai,gpt-4.1,spectrogram_011,spectrogram,4,3,1,True,True
openai,gpt-4.1,spectrogram_012,spectrogram,4,3,1,False,True
openai,gpt-4.1,spectrogram_013,spectrogram,4,3,1,True,True
openai,gpt-4.1,spectrogram_014,spectrogram,4,3,1,True,True
openai,gpt-4.1,spectrogram_015,spectrogram,4,3,1,True,True
openai,gpt-4.1,spectrogram_016,spectrogram,4,3,1,False,True
openai,gpt-4.1,spectrogram_017,spectrogram,4,3,1,True,True
openai,gpt-4.1,spectrogram_018,spectrogram,4,3,1,True,True
openai,gpt-4.1,spectrogram_019,spectrogram,4,3,1,True,True
openai,gpt-4.1,spectrogram_020,spectrogram,4,3,1,False,True
openai,gpt-4.1,spectrogram_021,spectrogram,4,3,1,True,True
openai,gpt-4.1,spectrogram_022,spectrogram,4,3,1,False,True
openai,gpt-4.1,spectrogram_023,spectrogram,4,3,1,True,True
openai,gpt-4.1,spectrogram_024,spectrogram,4,3,1,False,True
openai,gpt-4.1,spectrogram_025,spectrogram,4,3,1,False,True
openai,gpt-4.1,spectrogram_026,spectrogram,4,3,1,False,True
openai,gpt-4.1,spectrogram_027,spectrogram,4,3,1,False,True
openai,gpt-4.1,spectrogram_028,spectrogram,4,3,1,False,True
openai,gpt-4.1,spectrogram_029,spectrogram,4,3,1,False,True
openai,gpt-4.1,step_response_000,step_response,7,3,4,True,True
openai,gpt-4.1,step_response_001,step_response,7,3,4,True,True
openai,gpt-4.1,step_response_002,step_response,7,3,4,True,True
openai,gpt-4.1,step_response_003,step_response,7,3,4,True,True
openai,gpt-4.1,step_response_004,step_response,7,3,4,True,True
openai,gpt-4.1,step_response_005,step_response,7,3,4,True,True
openai,gpt-4.1,step_response_006,step_response,7,3,4,True,True
openai,gpt-4.1,step_response_007,step_response,7,3,4,True,True
openai,gpt-4.1,step_response_008,step_response,7,3,4,True,True
openai,gpt-4.1,step_response_009,step_response,7,3,4,True,True
openai,gpt-4.1,step_response_010,step_response,7,3,4,True,True
openai,gpt-4.1,step_response_011,step_response,7,3,4,True,True
openai,gpt-4.1,step_response_012,step_response,7,3,4,True,True
openai,gpt-4.1,step_response_013,step_response,7,3,4,True,True
openai,gpt-4.1,step_response_014,step_response,7,3,4,True,True
openai,gpt-4.1,step_response_015,step_response,7,3,4,True,True
openai,gpt-4.1,step_response_016,step_response,7,3,4,False,True
openai,gpt-4.1,step_response_017,step_response,7,3,4,True,True
openai,gpt-4.1,step_response_018,step_response,7,3,4,True,True
openai,gpt-4.1,step_response_019,step_response,7,3,4,True,True
openai,gpt-4.1,step_response_020,step_response,7,3,4,True,True
openai,gpt-4.1,step_response_021,step_response,7,3,4,True,True
openai,gpt-4.1,step_response_022,step_response,7,3,4,True,True
openai,gpt-4.1,step_response_023,step_response,7,3,4,True,True
openai,gpt-4.1,step_response_024,step_response,7,3,4,True,True
openai,gpt-4.1,step_response_025,step_response,7,3,4,True,True
openai,gpt-4.1,step_response_026,step_response,7,3,4,True,True
openai,gpt-4.1,step_response_027,step_response,7,3,4,True,True
openai,gpt-4.1,step_response_028,step_response,7,3,4,True,True
openai,gpt-4.1,step_response_029,step_response,7,3,4,True,True
